Dosierperformanzalarm;Alarm dose performance;Alarm dose performance;Alarm dose performance;Alarm dose performance;Alarm dose performance;Alarm dose performance;Alarm dose performance;Аварийный сигнал производительности дозирования;配料性能警报;Сигнал тривоги про виконання дозування;Adagolási teljesítmény riasztás;Συναγερμός απόδοσης δοσομέτρησης
Grav. Dosierung - LWF;Loss in Weight Feeder - LWF;Doseur pondéral - LWF;? dosaggio - LWF;Grav. dosering - LWF;Loss in Weight Feeder - LWF;Dozowanie grawimetryczne - LWF;Grav. Dosificación - LWF;Грав. Дозирование - LWF;Grav. 配料 - LWF;Grav. Дозування - LWF;Gravimetrikus adagolás - LWF;Βαρυμετρική δοσομέτρηση - LWF
Dosierperformanzalarm [%];Dose performance alarm [%];Alarme performance dosage [%];Allarme Prestazioni dosaggio [%];Alarm Doseerprestatie [%];Q maksimum faktör alarmı [%];Alarm wydajności dozowania [%];Alarma de rendimiento de dosificación [%];Аварийный сигнал производительности дозирования [%];配料性能警报 [%];Сигнал тривоги продуктивності дозування [%];Adagolási teljesítmény riasztás [%];Συναγερμός απόδοσης δοσομέτρησης [%]
Rauschgrenze [%];Perturbation limit [%];Limite bruit [%];Limite del fruscio (di fondo) [%];Geluidslimiet [%];Gürültü sınırı [%];Limit hałasu [%];Límite de ruido [%];Предел шума [%];噪音限制 [%];Межа шуму [%];Zajhatár [%];Όριο θορύβου [%]
Rauschgrenze;Perturbation limit;Limite bruit;Limite del fruscio (di fondo);Geluidslimiet;Gürültü sınırı;Limit hałasu;Límite de ruido;Предел шума;噪音限制;Межа шуму;Zajhatár;Όριο θορύβου
PID-Regler;PID Controller;Régulateur PID;Regolatore PID;PID-regelaar;PID - regülatör;Sterownik PID;Controlador PID;ПИД-регулятор;PID 控制器;PID-регулятор;PID szabályozó;Ελεγκτής PID
Interface Control Port - ICP;Interface Control Port - ICP;Interface Control Port - ICP;Interfaccia Control Port - ICP;Interface controle poort - ICP;Interface Control Port - ICP;Port kontroli interfejsu - ICP;Puerto de control de interfaz - ICP;Интерфейсный порт управления - ICP;接口控制端口 - ICP;Порт керування інтерфейсом - ICP;Interfész vezérlőport - ICP;Θύρα ελέγχου διασύνδεσης - ICP
Istwertkorrektur [0..100];Massflow corr. factor [0..100];Correction débit [0..100];Corr. valore istant. [0..100];Corr. werkelijke waarde [0-100];Gerçek değer düzeltme [0..100];Korekta wartości rzeczywistej [0..100];Corr. valor real [0..100];Коррекция фактического значения [0..100];实际值修正 [0..100］;Корекція фактичного значення [0..100];Tényérték-korrekció [0..100];Διόρθωση πραγματικής τιμής [0..100]
Istwertkorrektur;Massflow corr. factor;Correction débit;Corr. valore istant. [0..100];Corr. werkelijke waarde;Gerçek değer düzeltme;Korekta wartości rzeczywistej;Corr. valor real;Коррекция фактического значения;实际值修正;Корекція фактичного значення;Tényleges érték korrekció;Διόρθωση πραγματικής τιμής
Grob/Feinumschaltung [%];Fine/rough switch [%];Commutation gros/fin [%];Commutazione grosso/fino [%];Grof-fijn omschakeling (%);Kaba/ İnce anahtarlama [%];Przełączanie zgrubne/drobne [%];Conmutación gruesa/fina [%];Переключение между грубым и тонким [%];粗/细切换 [%];Грубе/точне перемикання [%];Durva/finom átváltás [%];Χονδρή/λεπτή εναλλαγή [%]
Prop. Grobverstärkung [%];Prop. rough gain [%];Gain proportionnel gros [%];Potenziamento prop. grosso [%];Prop. grofverstelling (%);Orantılı kaba çoğaltma [%];Prop. wzmocnienie zgrubne [%];Prop. Ganancia gruesa [%];Реквизит. Усиление грубости [%];建议 粗放大 [%] Prop.;Проп. Грубе підсилення [%];Arányos durva erősítés [%];Αναλογικό χονδροειδές κέρδος [%]
Prop. Feinverstärkung [%];Prop. fine gain [%];Gain proportionnel fin [%];Potenziamento prop. fino [%];Prop. fijndosering (%);Orantılı ince çoğaltma [%];Prop. wzmocnienie drobne [%];Prop. Ganancia fina [%] Prop.;Реквизит. Тонкое усиление [%];建议 精细增益 [%];Проп. Тонке посилення [%];Arányos finom erősítés [%];Αναλογική λεπτή ενίσχυση [%]
Anlaufver. [s];Startup delay [s];Retard démarrage [s];Ritardo d'avviamento [s];Aanloopverst.(s);Başlangıç şablonu [sn];Start-up ver. [s];Ver. arranque [s];Задержка запуска [s];启动延迟 [s];Затримка запуску [с];Indítási késleltetés [s];Καθυστέρηση εκκίνησης [s]
Integralverstärkung [%];Integral gain [%];Gain intégrale [%];Potenziamento integrale [%];Integrale verst.(%);İntegral çoğaltma [%];Wzmocnienie całkowe [%];Ganancia integral [%];Интегральное усиление [%];积分增益 [%];Інтегральний коефіцієнт підсилення [%];Integrális erősítés [%];Ολοκληρωμένη ενίσχυση [%]
Eingangsfilter [%];Massflow filter [%];Filtre d´entrée [%];Filtro d'entrata [%];Ingangsfilter (%);Giriş filtresi [%];Filtr wejściowy [%];Filtro de entrada [%];Входной фильтр [%];输入滤波器 [%];Вхідний фільтр [%];Bemeneti szűrő [%];Φίλτρο εισόδου [%]
Stellbefehl [0..10V];Drive output  [0..10V];Signal de commande [0..10V];Segnale di comando [0..10V];Opdrachtbereik [0-10V];Ayar komutu [0..10V];Polecenie pozycjonowania [0..10V];Mando de control [0..10V];Управляющая команда [0..10В];控制指令 [0...10V］;команда приводу [0.10V];Hajtásparancs [0..10V];Εντολή ελέγχου [0..10V]
Stellbefehl [10..0V];Drive output [10..0V];Signal de commande [10..0V];Segnale di comando [10..0V];Opdrachtbereik [0-10V];Ayar komutu [10..0V];Komenda pozycjonowania [10..0V];Mando de control [10..0V];Команда управления [10..0 В];控制指令 [10...0V］;команда приводу [0.10V];Hajtásparancs [10..0V];Εντολή ελέγχου [10..0V]
Anlauframpe [s];Startup ramp [s];Rampe de démarrage [s];Rampa d'avviamento [s];Aanloopsnelheid [s];İşletme rampası [sn];Rampa rozruchowa [s];Rampa de arranque [s];Темп запуска [с];启动斜坡 [s］;Швидкість запуску [с];Indítási rámpa [s];Ράμπα εκκίνησης [s]
Sprache;Language;Langue;Lingua;Taal;Dil;Język;Idioma;Язык;语言;Мова;Nyelv;Γλώσσα
Touch kalibrieren;Calibrate Touch;Calibrage de l’écran tactile;Calibrare Touch;Touch kalibreren;Touch kalibre etmek;Kalibracja dotykowa;Calibración táctil;Калибровка касанием;校准触摸;Відкалібрувати дотик;Érintés kalibrálása;Βαθμονόμηση αφής
Uhrzeit einstellen;Set date and time;Régler l’heure;Regolare l'orario;Tijd instellen;Zaman ayarlamak;Ustawianie czasu;Ajustar tiempo;Установить время;设置时间;Задати час;Beállított idő;Ρύθμιση χρόνου
EasyControl Version 4.0;EasyControl Version 4.0;EasyControl Version 2.01;EasyControl Versione 2.01;EasyControl versie 4.0;EasyControl versyon 4.0;EasyControl Wersja 4.0;EasyControl Versión 4.0;EasyControl версия 4.0;EasyControl 4.0 版;EasyControl версія 4.0;EasyControl 4.0 verzió;Έκδοση EasyControl 4.0
Update;Update;Mettre à jour le logiciel;Aggiornamento;Actualisering;Güncelleştirme ;Aktualizacja;Actualizar;обновление;更新;оновлення;frissítés;ενημέρωση
Local IP;Local IP;IP locale;IP locale;Lokaal IP;Lokal İP;Lokalne IP;IP local;Локальный IP;本地 IP;Локальний IP;Helyi IP;Τοπική IP
Slave-ID;Slave-ID;ID-esclave;Slave-ID;Volg-ID;Slave ID;ID Slave'a;ID esclavo;Идентификатор ведомого;从属 ID;Ідентифікатор веденого пристрою;Slave ID;Αναγνωριστικό σκλάβου
Timeout;Timeout;Expiration;Pausa;Onderbreking;Zaman aşımı;Timeout;Tiempo de espera;Таймаут;超时;Таймаут;Timeout;Χρονικό όριο
Port;Port;Port;Port;Poort;Port;Port;Puerto;Порт;端口;Порт;Port;Θύρα
Remote IP;Remote IP;IP Remote;IP remoto;Herstel IP;Remote İP;Zdalne IP;IP remota;Удаленный IP;远程 IP;Віддалений IP;Távoli IP;Απομακρυσμένη IP
Rack;Rack;Rack;Rack;Rek;Rack;Rack;Rack;Стойка;机架;Стійка;Rack;Rack
Slot;Slot;Slot;Slot;Slot;Yuva ;Slot;Ranura;Слот;插槽;Слот;Slot;Υποδοχή
Start-DB;Start-DB;Marche bd;Avviamento- DB;Start-DB;DB başlat;Start DB;Iniciar BD;Стартовая БД;启动 DB;Запустити БД;DB indítása;Έναρξη DB
Writeprotection;Write protection;Protection d´écriture;Protezione di scrittura;Schrijfbeveiliging;Yazılım koruması;Ochrona przed zapisem;Protección contra escritura;Защита от записи;写保护;Захист від запису;Írásvédelem;Προστασία εγγραφής
Host input offline;Host input offline;Entrées serveur hors ligne;Host input offline;Host ingang lokaal;Host input offline;Wejście hosta w trybie offline;Entrada host desconectada;Вход хоста отключен;主机输入离线;Вхід хоста в автономному режимі;Host bemenet offline;Είσοδος κεντρικού υπολογιστή εκτός σύνδεσης
Alarm löschen;Clear alarm;Effacer l´alarme;Cancellare allarme;Alarm wissen;Alarm silme ;Wyczyść alarm;Borrar alarma;Снять тревогу;清除警报;Зняти тривогу;Riasztás törlése;Εκκαθάριση συναγερμού
Einstellungen;settings;Paramètres;Parametri;Instellingen;Ayarlar;Ustawienia;Ajustes;Сохранить настройки;保存设置;Зберегти налаштування;Beállítások;Αποθήκευση ρυθμίσεων
Grafik speichern;Save diagram;Sauvegarder graphique;Salvare grafica;Grafiek opslaan;Grafik kaydetmek;Zapisz grafikę;Guardar gráfico;Сохранить графику;保存图形;Зберегти графіку;Grafika mentése;Αποθήκευση γραφικών
Überblick;Overview;Aperçu;Panoramica;Overzicht;Genel bakış ;Przegląd;Vista general;Обзор настроек;设置概览;Огляд налаштувань;Áttekintés;Επισκόπηση των ρυθμίσεων
Tabelle;table;Tableau;Tabella;Tabel;Tabela ;Tabela;Tabla;таблица;表格;таблиця;táblázat;πίνακας
Auswahl;Option;Sélection;Selezione;Keuze;Seçim ;Wybór;Selección;Выбор;选择;Вибір;Kiválasztás;Επιλογή
Zeitraster;Period;Schéma de temps;Schema temporale;Tijdschema;Zaman kılavuzu;Siatka czasu;Cuadrícula de tiempo;Временная сетка;时间网格;Часова сітка;Idő rács;Πλέγμα χρόνου
Werte speichern;Save numbers;Mémoriser les données;Memorizzare valori;Waarde opslaan;Değerleri kaydetmek;Zapisane wartości;Guardar valores;Сохранение значений;保存值;Зберегти значення;Értékek mentése;Αποθήκευση τιμών
Aktuelle Rezeptur;Current recipe;Recette actuelle;Ricetta attuale;Actuele receptuur;Güncel reçete ;Aktualna receptura;Receta actual;Текущий рецепт;当前配方;Поточний рецепт;Aktuális recept;Τρέχουσα συνταγή
up;Update;En haut;su;omhoog;yukarı ;w górę;arriba;вверх;上;вгору;fel;up
down;down;En bas;giù;omlaag;aşağı ;w dół;abajo;вниз;向下;вниз;le;κάτω
000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %;000.00 %
Liniensollwert [kg/h];Line setpoint [kg/h];Valeur cible ligne [kg/h];Set point di linea [kg/h];Lijndoorzet  (kg/h);Çizgi ayar noktası [kg/h];Nastawa linii [kg/h];Consigna de línea [kg/h];Уставка линии [кг/ч];生产线设定值 [kg/h］;Уставка лінії [кг/год];Vonali beállítási pont [kg/h];Σημείο ρύθμισης γραμμής [kg/h]
Nr.1;Nr.1;N° 1;N° 1;Nr.1;No 1;Nr 1;No.1;№ 1;1 号;No.1;No.1;Αρ.1
Nr.2;Nr.2;N° 2;N° 2;Nr.2;No 2;Nr 2;No.2;№ 2;编号 2;No.2;No.2;Νο.2
Nr.3;Nr.3;N° 3;N° 3;Nr.3;No 3;Nr 3;Nº3;Нет.3;编号 3;Номер три.;No.3;Αρ.3
Nr.4;Nr.4;N° 4;N° 4;Nr.4;No 4;Nr 4;No.4;Нет.4;编号 4;No.4;No.4;Αρ.4
Nr.5;Nr.5;N° 5;N° 5;Nr.5;No 5;Nr 5;No.5;Нет.5;编号 5;No.5;No.5;No.5
Dosiertyp;Dosing type;Type doseur;Tipo di dosatore;Doseertype;Dosaj tipi;Rodzaj dozowania;Tipo de dosificación;Тип дозирования;配料类型;Тип дозування;Adagolás típusa;Τύπος δοσολογίας
QM-Nr.;QM-No.;N° QM;N° QM;QM nr;QM No;QM-No.;Nº QM;QM №.;QM 编号;QM №.;QM sz.;QM αρ.
Werte übernehmen;Accept values;Accepter les données;Accettare valori;Waarden overnemen;Değerleri almak;Wartości przejęcia;Valores de recepción;Приемлемые значения;接受值;Допустимі значення;Elfogadható értékek;Αποδεκτές τιμές
Messbandwaage - WBM;Measure Belt Feeder - WBM;Doseur à bande - WBM;Dosatore a banda - WBM;Meetbandweger WBM;Measure Belt Feeder - WBM;Waga taśmowa pomiarowa - WBM;Báscula de cinta de medición - WBM;Весы с измерительной лентой - WBM;皮带秤 - WBM;Вимірювальні стрічкові ваги - WBM;Mérőszalag mérleg - WBM;Ζυγαριά ζώνης μέτρησης - WBM
neu;new;nouveau;nuovo;nieuw;yeni ;nowy;nuevo;Новый;新建;Створити;új;Νέο
löschen;clear;effacer;Cancellare;wissen;silmek ;usuń;borrar;Удалить;删除;Видалити;delete;Διαγραφή
Kalender;Calendar;Calendrier;Calendario;Kalender;Takvim ;Kalendarz;Calendario;Календарь;日历;Календар;Naptár;Ημερολόγιο
Heute;today;Aujourd’hui;Oggi;Vandaag;Bugün ;Dzisiaj;Hoy;Сегодня;今天;Сьогодні;Ma;Σήμερα
Sekunden;seconds;Secondes;Secondi;Seconden;Saniye ;Sekundy;Segundos;Секунды;秒;Секунди;Másodpercek;Δευτερόλεπτα
Istwert von;Massflow from;Valeur réelle de;Valore istantaneo di;Actuele waarde van;Gerçek değer den;Aktualna wartość z;Valor real de;Фактическое значение из;来自;Фактичне значення від;Tényleges érték a;Πραγματική τιμή από
Stellbefehl von;Drive com. from;Signal de commande de;Segnale di comando di;Opdrachtbereik van;Ayar komutu den ;Komenda z;Comando de posicionamiento de;Команда установки из;位置指令来自;Команда налаштування від;Hajtási parancs a;Εντολή οδήγησης από
Gewicht von;Net weight from;Poids de;Peso di;Gewicht van ;Ağırlık den ;Waga z;Peso desde;Вес от;从重量计;Вага від;Súly a;Βάρος από
Totalisator von;Totalizer from;Consommation de;Consumo di;Verbruik van;Tüketim den ;Sumator z;Totalizador desde;Сумматор от;累加器;Суматор від;Totalizátor a következőktől;Αθροιστής από
Dosierperformanz von;Dose performance from;Facteur Qmax de;Prestazioni dosaggio di;Maximale Doseerprestatie van;Q maksimum faktörü den ;Wydajność dozowania z;Rendimiento de dosificación desde;Производительность дозирования от;配料性能;Продуктивність дозування з;Az adagolási teljesítmény;Απόδοση δοσολογίας από
Sollwert von;Setpoint from;Valeur cible de;Set point di;Setpoint van;Ayar noktası dan ;Nastawa z;Consigna desde;Уставка от;设定点;Уставка від;Beállítási pont a;Σημείο ρύθμισης από
[U/min];[rpm];[tr/min];[1/min];Omw/min;[U/min];[obr/min];[rpm];[об/мин];转速;[об/хв];[rpm];[rpm]
Drehzahl von;Rot. speed from;Vitesse de rotation de;Regime di rotazione di;Toerental van;devir sayısı den;Prędkość od;Velocidad desde;Скорость от;转速;Швидкість від;Sebesség;Ταχύτητα από
Autogrenzen;Auto thresholds;Écart automatique;Limite automatico;Automatische grenzen;otomatik sınırlar ;Limity automatyczne;Límites automáticos;Автоматические пределы;自动限制;Автоматичні обмеження;Autóhatárok;Αυτόματα όρια
Rezepturname;Name;Nom de la recette;Nome ricetta;Receptnaam;Reçete isimleri;Nazwa receptury;Nombre de la receta;Название рецепта;配方名称;Назва рецепта;Recept neve;Όνομα συνταγής
Rezeptursumme;Recipe sum;Recette totale;Ricette totali;Recepttotaal;Reçete toplamı ;Suma receptur;Total receta;Общее количество рецептов;配方总数;Загальна кількість рецептів;Recept összesen;Σύνολο συνταγής
Rezeptursumme %;Recipe sum %;Recette totale %;Ricette totali %;Recepttotaal %;Reçete toplamı %;Suma receptur %;Total receta %;Общее количество рецептов %;配方总数 %;Загальна кількість рецептів у відсотках;Recept összesen %;Σύνολο συνταγής %
Anlagenmodus;Line mode;Mode d´opération;Modalità operativa;Systeemstatus;Tesis modu;Tryb pracy systemu;Modo del sistema;Режим работы системы;系统模式;Режим роботи системи;Rendszer mód;Λειτουργία συστήματος
Volumetrischer Einzelplatzdosierer - VOL;Volumetric stand-alone feeder - VOL;Doseur volumétrique, poste individuel - vol.;Dosatore volumetrico postazione individuale - VOL ;Volumetrische aparte plaats doseerunit - VOL;volumetrik tek dosajcı - VOL;Podajnik wolumetryczny jednostanowiskowy - VOL;Alimentador volumétrico monoestación - VOL;Объемный одностанционный питатель - VOL;体积式单工位喂料机 - VOL;Об'ємний одностанційний дозатор - VOL;Volumetrikus egyállomásos adagoló - VOL;Ογκομετρικός τροφοδότης ενός σταθμού - VOL
Hilfethemen;Help;Support;Supporto;Hulpprogramma's;Yardım konuları ;Tematy pomocy;Temas de ayuda;Темы справки;帮助主题;Довідкові теми;Súgó témák;Θέματα βοήθειας
About EasyControl ...;About EasyControl ...;À propos de EasyControl …;Su EasyControl ;Over EasyControl….;EasyControl hakkında…;O EasyControl ...;Acerca de EasyControl ...;О системе EasyControl ...;关于 EasyControl ...;Про EasyControl ...;Az EasyControlról ...;Σχετικά με το EasyControl ...
Istwert [kg/h];Massflow [kg/h];Débit [kg/h];Valore istantaneo [kg/h];Actuele waarde [kg/h];Gerçek değer [kg/h];Aktualna wartość [kg/h];Valor real [kg/h];Фактическое значение [кг/ч];实际值 [kg/h］;Фактичне значення [кг/год];Tényleges érték [kg/h];Πραγματική τιμή [kg/h]
Sollwert [kg/h];Setpoint [kg/h];Valeur cible [kg/h];Set point [kg/h];Setpoint [kg/h];Ayar noktası [kg/h];Nastawa [kg/h];Valor nominal [kg/h];Уставка [кг/ч];设定值 [kg/h］;Заданне значення [кг/год];Beállított érték [kg/h];Σημείο ρύθμισης [kg/h]
Sollwert;Setpoint;Valeur cible;Set point;Setpoint;Ayar noktası;Nastawa;Consigna;Уставка;设定值;Заданне значення;Beállítási pont;Τιμή-στόχος
Gewicht [kg];Weight [kg];Poids [kg];Peso;Gewicht (kg);Ağırlık  ;Waga [kg];Peso [kg];Вес [кг];重量 [kg］;Вага [кг];Súly [kg];Βάρος [kg]
Totalisator [kg];Totalizer [kg];Totalisateur [kg];Totalizzatore [kg];Totalisator [kg];Toplayıcı [kg];Sumator [kg];Totalizador [kg];Сумматор [кг];累加器 [kg］;Суматор [кг];Összegző [kg];Αθροιστής [kg]
Totalisator;Totalizer;Totalisateur;Totalizzatore;Totalisator;Toplayıcı;Totaliser;Totalizador;Сумматор;累加器;Суматор;Összegző;Αθροιστής
Datum;Date;Date;Data;Datum;Tarih ;Data;Fecha;Дата суммирования;累加器日期;Дата лічильника;Összesítő dátuma;Ημερομηνία αθροιστή
Remoteverbindungen bearbeiten;Edit remote connection;Éditer les connexions à distance;Modificare connessione remota;Herstel verbindingen bewerken;Remote bağlantıları düzenle;Edycja połączeń zdalnych;Editar conexiones remotas;Редактирование удаленных соединений;编辑远程连接;Редагування віддалених підключень;Távoli kapcsolatok szerkesztése;Επεξεργασία απομακρυσμένων συνδέσεων
EasyControl;EasyControl;EasyControl;EasyControl;EasyControl;EasyControl;EasyControl;EasyControl;EasyControl;简易控制;EasyControl;EasyControl;EasyControl
Systemzeit ändern;Change system time;Changer l’heure système;Modificare dispositivo orologeria;Systeemtijd wijzigen;Sistem zamanı değiştir;Zmiana czasu systemowego;Cambiar la hora del sistema;Изменение системного времени;更改系统时间;Зміна системного часу;Rendszeridő módosítása;Αλλαγή ώρας συστήματος
Datensicherung erfolgreich abgeschlossen!;Backup completed successfully!;Sauvegarde des données terminée avec succès!;Memorizzazione dati terminata con successo!;Gegevensopslag succesvol afgerond!;Veriler başarılı kaydedildi ;Backup danych zakończony sukcesem!;¡Copia de seguridad de datos completada con éxito!;Резервное копирование данных успешно завершено!;数据备份成功完成！;Резервне копіювання даних успішно завершено!;Az adatmentés sikeresen befejeződött!;Η δημιουργία αντιγράφων ασφαλείας δεδομένων ολοκληρώθηκε με επιτυχία!
Fehler beim Sichern der Daten!;Error saving file!;Erreur de sauvegarde des données!;Errore nella memorizzazione dati!;Fouten bij opslaan gegevens!;Veri kaydında hata oluştu ;Błąd podczas zapisywania danych!;¡Error al guardar datos!;Ошибка при резервном копировании данных!;备份数据时出错！;Помилка під час резервного копіювання даних!;Hiba az adatmentés során!;Σφάλμα κατά τη δημιουργία αντιγράφων ασφαλείας δεδομένων!
Alarm;Alarm;Alarme;Allarme;Alarm;Alarm ;Alarm;Alarma;Сигнал тревоги;警报;Сигнал тривоги;Riasztás;Συναγερμός
Die Rezeptur passt nicht zur aktuellen Anlagendimension!;Recipe is not compatible with the actual system dimension!;La recette ne correspond pas avec la ligne de dosage actuelle!;La ricetta non corrisponde alla linea di dosaggio attuale!;Het recept past niet in de actuele recept waarden!;Reçete güncel tesis boyutuna uymuyor ;Receptura nie pasuje do aktualnego wymiaru systemu!;¡La receta no coincide con la dimensión actual del sistema!;Рецепт не соответствует текущему размеру системы!;配方与当前系统尺寸不匹配！;Рецепт не відповідає поточним розмірам системи!;A recept nem felel meg az aktuális rendszerméretnek!;Η συνταγή δεν ταιριάζει με την τρέχουσα διάσταση του συστήματος!
Dosiereigenschaften übernehmen?;Accept dosing properties?;Accepter les propriétés de dosage ?;Accettare le proprietà di dosaggio?;Doseereigenschappen overnemen?;Dosaj ayarları aktarılsın mı?;Zastosować właściwości dozowania?;¿Aplicar propiedades de dosificación?;Принять свойства дозирования?;接受配料属性？;Прийняти властивості дозування?;Adagolási tulajdonságok elfogadása?;Αποδοχή ιδιοτήτων δοσολογίας
wirklich löschen?;really delete ?;vraiment effacer ?;Cancellare, eseguire?;werkelijk wissen?;gerçekten mi?;Naprawdę usunąć?;¿Borrar realmente?;Действительно удалить?;真的要删除？;Дійсно видалити?;Tényleg törölni?;Πραγματική διαγραφή
Dosiervorgang abbrechen?;Cancel dosing process ?;Arrêter dosage ?;Interrompere dosaggio?;Doseerproces afbreken?;Dosaj işlemi iptal edilsin mi?;Anulować proces dozowania?;¿Cancelar proceso de dosificación?;Отменить процесс дозирования?;取消配料过程？;Скасувати процес дозування?;Adagolási folyamatot törölni?;Ακυρώστε τη διαδικασία δοσομέτρησης
EasyControl wirklich beenden?;Do you really want to exit EasyControl ?;Voulez-vous vraiment quitter EasyControl ?;Uscire da Easy Touch, eseguire?;EasyControl werkelijk stoppen?;EasyControl gerçekten bitirilsin mi?;Naprawdę zakończyć EasyControl?;¿Realmente finalizar EasyControl?;Действительно отменить EasyControl?;真的取消 EasyControl？;Дійсно скасувати EasyControl?;Tényleg törölje az EasyControlt?;Πραγματικά ακυρώνετε το EasyControl
Kalibriervorgang abbrechen?;Cancel calibration process?;Annuler le calibrage?;Annullare calibratura?;Kalibrering afbreken?;Kalibrasyon işlemi iptak edilsin mi?;Anulować proces kalibracji ?;¿Cancelar proceso de calibración?;Отменить процесс калибровки?;取消校准过程？;Скасувати процес калібрування?;Kalibrálási folyamatot törölni?;Ακυρώστε τη διαδικασία βαθμονόμησης
überschreiben ?;overwrite ?;Remplacer?;Sovrascrivere;overschrijven;üstüne yazılsın mı?;nadpisać?;¿sobrescribir?;перезаписать?;覆盖？;Перезаписати?;Felülírja ?;Αντικατάσταση?
Tarierung wirklich aktualisieren?;Do you really want to update the taring value ?;Voulez-vous vraiment actualiser la tare automatique?;Attualizzare la taratura, eseguire?;Tarrering werkelijk actualiseren ?;Sunum gerçekten güncellensin mi?;Naprawdę zaktualizować tarowanie?;¿Realmente actualizar tarado?;Действительно обновляете таринг?;真的更新定量？;Дійсно оновити тарування?;Tényleg frissítse a taringot?;Πραγματική ενημέρωση της ταρίχευσης?
Totalisator nullen?;Reset totalizer ?;Mettre le totalisateur à zéro?;Azzerare consumo?;Verbruik op nul zetten ?;Tüketim sıfırlansın mı?;Wyzerować sumator ?;¿Poner a cero el totalizador?;Обнулить тотализатор?;将累加器清零？;Обнулити суматор?;Nullázza a számlálót?;Να μηδενίσετε το κοντέρ?
Totalisator zurücksetzen?;Do you want to reset the totalizer ?;Réinitialiser le totalisateur?;Ripristinare quantità di consumo?;Verbruikshoeveelheid terugzetten?;Tüketim miktarı varsayına sıfırlansın mı?;Wyzerować sumator ?;¿Poner a cero el totalizador?;Обнулить тотализатор?;重置累加器？;Обнулити лічильник?;Totalizátor visszaállítása?;Επαναφορά αθροιστή
Totalisator wirklich nullen?;Do you really want tor reset the totalizer?;Voulez-vous vraiment remettre le totalisateur à zéro?;Azzerare consumo, eseguire?;Verbruik werkelijk op nul zetten?;Tüketimi gerçekten sıfırla?;Naprawdę wyzerować sumator ?;Poner realmente a cero el totalizador ?;Действительно обнулить тотализатор?;真正清零累加器？;Дійсно обнулити лічильник?;Tényleg nullázza a totalizátort?;Πραγματικός μηδενισμός του αθροιστή
Waage tarieren?;Tare scale ?;Tarer la balance ?;Tarare la bilancia?;Weegschaal tarreren?;Tartıyı tasvir etmek;Tarować saldo ?;¿Saldo de tara?;Обнулить баланс?;给天平去皮？;Тарувати залишок?;Tárazza a mérleget?;Ταρίχευση του ισοζυγίου
Automatische Tarierung wirklich starten?;Do you really want to start the automatic taring?;Voulez-vous vraiment démarrer la tare automatique?;Avviare (la) taratura automatica, eseguire?;Automatische tarrering werkelijk starten?;Otomatik sunum gerçekten başlatılsın mı?;Naprawdę rozpocząć automatyczne tarowanie ?;¿Iniciar realmente la tara automática?;Действительно запустить автоматическое тарирование?;真的开始自动剪毛？;Дійсно запустити автоматичне тарування?;Tényleg elindítja az automatikus tarálást?;Πραγματική έναρξη αυτόματης ταρίχευσης
wirklich abmelden?;really log out ?;vraiment vous déconnecter ?;Disconnettersi, eseguire?;werkelijk afmelden?;gerçekten oturum kapatılsın mı?;Naprawdę wylogować się ?;¿Realmente firmar?;Действительно выйти из системы?;真的要注销？;Дійсно вийти з системи?;Tényleg kijelentkezik?;Πραγματική αποσύνδεση
Rezeptur öffnen...;Open recipe ...;Ouvrir recette…;Aprire ricetta;Receptuur openen…;Reçeteyi aç…;Otworzyć recepturę...;Receta abierta...;Открыть рецепт...;打开配方...;Відкрити рецепт...;Nyissa meg a receptet...;Ανοίξτε τη συνταγή...
SLC Wiegezelle Überlast;SLC scale overloaded;Capteur de pesage en surcharge LC;SLC cella di pesa - sovraccarico;SLC weegcel overbelast;SLC scale overloaded;SLC Przeciążenie komory wagowej;Sobrecarga de la célula de carga SLC;Перегрузка тензодатчика SLC;SLC 称重传感器过载;Перевантаження тензодатчика SLC;SLC terhelésmérő cella túlterhelése;Υπερφόρτωση κυψέλης φορτίου SLC
Level 0;Level 0;Niveau 1;Livello 0;Niveau 0;Seviye 0;Poziom 0;Nivel 0;Уровень 0;0 级;Рівень 0.;0. szint;Επίπεδο 0
Level 1;Level 1;Niveau 2;Livello 1;Niveau 1;Seviye 1;Poziom 1;Nivel 1;Уровень 1;1 级;Рівень 1;1. szint;Επίπεδο 1
Level 2;Level 2;Niveau 3;Livello 2;Niveau 2;Seviye 2;Poziom 2;Nivel 2;Уровень 2;第 2 级;Рівень 2;2. szint;Επίπεδο 2
Level 3;Level 3;Niveau 4;Livello 3;Niveau 3;Seviye 3;Poziom 3;Nivel 3;Уровень 3;第 3 级;Рівень 3;3. szint;Επίπεδο 3
Alarmmeldung;Alarm message;Message d’alarme;Segnale d'allarme;Alarmmelding;Alarm bildirisi ;Komunikat alarmowy;Mensaje de alarma;Аварийное сообщение;报警信息;Тривожне повідомлення;Riasztási üzenet;Μήνυμα συναγερμού
Anzeige;Display;Affichage;Segnale;Weergave;Gösterge;Wyświetlacz;Pantalla;Дисплей;显示;Дисплей;Kijelző;Οθόνη
AUS;OFF;Arrêt;Arresto;UIT;Kapat ;OFF;OFF;ВЫКЛ;关闭;ВИМКНЕНО;OFF;OFF
